name,iconurl,area,x,y,id,actlist
Little Crater Lake Campground,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.743014,45.149028,53410,"Backpacking;019,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Mountain Biking;005,RV Camping;008"
Little Crater Lake Trail #500,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.7509,45.1483,53412,"Backpacking;019,Day Hiking;019,Interpretive Areas;036"
Little Fan Creek Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.06634,44.98575,52960,
Little John Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016832.png,mthood,-121.5647222,45.37222222,53224,"Mushing/Skijoring;003,Sledding/Tubing;054,Snowmobiling;058,XC Skiing/Snowshoeing;057"
Little Zigzag Falls Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.7947222,45.31416667,53552,"Day Hiking;019,Picnicking;038"
Lockaby Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.151919,45.163481,52962,"Campground Camping;007,River and Stream Fishing;014"
Lost Creek Campground/Day Use,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.836025,45.381958,53418,"Backpacking;019,Campground Camping;007,Day Hiking;019,RV Camping;008,River and Stream Fishing;014,Viewing Scenery;030"
Lost Creek Nature Trail #776,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.836025,45.381958,53420,"Day Hiking;019,Interpretive Areas;036,Viewing Plants;028"
Lost Lake Butte Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.815511,45.495392,53554,"Boating - Non-Motorized;046,Day Hiking;019,Horse Riding;021,Picnicking;038,River and Stream Fishing;014,Swimming;049"
"Lost Lake Campground, Resort and Day Use Area",/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.81641,45.5008,53228,"Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Group Camping;009,Horse Riding;021,Lake and Pond Fishing;014,Mountain Biking;005,Picnicking;038,RV Camping;008,River and Stream Fishing;014,Swimming;049,Viewing Scenery;030"
Lower Eightmile Crossing Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.44371,45.41361,52832,"Campground Camping;007,Horse Riding;021,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
Lower Hunchback Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.9388,45.3418,53540,"Backpacking;019,Day Hiking;019"
Lyle Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,crgnsa,-121.289828,45.697205,29946,Day Hiking;019
Mazama Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.757262,45.436919,53558,Day Hiking;019
McCubbins Gulch Campground & Day Use,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.4938,45.11671,52834,"Campground Camping;007,Day Hiking;019,OHV Camping;031,OHV Trail Riding;031,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
McCubbins Gulch Day Use OHV Picnic Site,/Internet/FSE_MEDIA/fsbdev2_016553.png,mthood,-121.4986,45.119,53560,"Day Hiking;019,OHV Trail Riding;031,Picnicking;038"
McCubbins Overflow Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.4986,45.119,53562,"Campground Camping;007,OHV Camping;031,OHV Trail Riding;031,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
Mcgee Creek Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.782115,45.422644,53564,Day Hiking;019
McNeil Campground,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.867778,45.383489,53424,"Backpacking;019,Campground Camping;007,Day Hiking;019,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
Meditation Point (Timothy Lake) Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.793114,45.127236,53426,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,Swimming;049"
Mirror Lake Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.777,45.3026,53566,"Backpacking;019,Day Hiking;019,Picnicking;038,XC Skiing/Snowshoeing;057"
Mt. Defiance South Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.742568,45.636296,53568,"Backpacking;019,Day Hiking;019"
Mt. Defiance Trail #413,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.6219,45.7023,53246,"Backpacking;019,Day Hiking;019"
Mt. Hood Meadows,/Internet/FSE_MEDIA/fsbdev2_016529.png,mthood,-121.6632319,45.33004118,53248,"Skiing/Snowboarding;055,Viewing Scenery;030,XC Skiing/Snowshoeing;057"
Mt. Hood National Forest,/Internet/FSE_MEDIA/stelprdb5166737.png,mthood,-121.716156,45.36276,52770,"Boating - Motorized;045,Boating - Non-Motorized;046,Cabin Rentals;011,Campground Camping;007,Day Hiking;019,Dispersed Camping;007,Geocaching & Letterboxing;062,Group Camping;009,Group Picnicking;039,Horse Camping;022,Horse Riding;021,Interpretive Areas;036,Lake and Pond Fishing;014,Mountain Biking;005,Mountain Climbing;012,Mushing/Skijoring;003,Picnicking;038,RV Camping;008,River and Stream Fishing;014,Road Cycling;005,Rock Climbing;012,Skiing/Snowboarding;055,Sledding/Tubing;054,Snowmobiling;058,Swimming;049,Target Shooting;063,Viewing Plants;028,Viewing Scenery;030,Viewing Wildlife;027,Visitor Programs;035,XC Skiing/Snowshoeing;057"
Mt. Hood Skibowl,/Internet/FSE_MEDIA/fsbdev2_016689.png,mthood,-121.773266,45.302304,53478,"Skiing/Snowboarding;055,Sledding/Tubing;054,Snowmobiling;058,XC Skiing/Snowshoeing;057"
Multnomah Falls,/Internet/FSE_MEDIA/fsbdev2_016863.png,crgnsa,-122.117002,45.57762,30026,"Backpacking;019,Day Hiking;019,Picnicking;038,Viewing Scenery;030,Visitor Centers;037"
Multnomah Falls Lodge,/Internet/FSE_MEDIA/fsbdev2_016805.png,crgnsa,-122.11744,45.57768,30028,"Picnicking;038,Visitor Centers;037"
Multorpor Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016604.png,mthood,-121.7708928,45.2966875,53434,
North Arm (Timothy Lake) Campground,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.772228,45.147769,53436,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,RV Camping;008,Swimming;049"
Nottingham Campground,/Internet/FSE_MEDIA/fsbdev2_016579.png,mthood,-121.5677,45.3671,53256,"Campground Camping;007,Day Hiking;019,Picnicking;038,River and Stream Fishing;014"
Oak Fork (Timothy Lake) Campground,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.769917,45.111372,53438,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,RV Camping;008,Swimming;049"
Oak Ridge Trailhead,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.559974,45.520898,53572,Day Hiking;019
Old Growth Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.8156,45.5005,53578,"Boating - Non-Motorized;046,Day Hiking;019,Horse Riding;021,Picnicking;038,River and Stream Fishing;014,Swimming;049,Viewing Plants;028"
Old Salmon River Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.943211,45.308508,53580,"Day Hiking;019,Mountain Biking;005,Picnicking;038"
Old Skyline - Lost Lake Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.811001,45.481719,53582,Day Hiking;019
Pacific Crest North - Indian Springs Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.826655,45.55698,53266,"Backpacking;019,Day Hiking;019,Horse Riding;021"
Pacific Crest South - Lolo Pass Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.79645,45.42692,53446,"Backpacking;019,Day Hiking;019"
Paradise Park Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.815767,45.314367,79903,"Day Hiking;019,Horse Riding;021"
Pebble Ford Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.46362,45.40024,52838,"Campground Camping;007,Day Hiking;019,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
Pegleg Falls Picnic Site,/Internet/FSE_MEDIA/fsbdev2_016610.png,mthood,-122.159166,44.9572,52992,Picnicking;038
Pine Point (Timothy Lake) Day Use/Picnic Area,/Internet/FSE_MEDIA/fsbdev2_016610.png,mthood,-121.801747,45.113303,53588,"Boating - Motorized;045,Boating - Non-Motorized;046,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,Swimming;049"
Pine Point Boat Ramp Boating Site,/Internet/FSE_MEDIA/fsbdev2_016829.png,mthood,-121.8005,45.1132,53590,"Boating - Motorized;045,Boating - Non-Motorized;046,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,Swimming;049"
Pine Point Campground,/Internet/FSE_MEDIA/fsbdev2_016653.png,mthood,-121.801772,45.112986,53450,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Group Camping;009,Lake and Pond Fishing;014,Picnicking;038,RV Camping;008,Swimming;049"
Pinnacle Ridge Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.6836,45.4463,53592,"Backpacking;019,Day Hiking;019"
Pioneer Bridle Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.903786,45.319825,53594,Day Hiking;019
Pioneer Woman's Grave Trail #485,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.4156,45.1656,53272,Day Hiking;019
Pioneer Woman's Grave Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.4156,45.1656,53596,Day Hiking;019
Plaza Lake Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.997594,45.226917,53598,Day Hiking;019
Plaza Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.992097,45.319025,79999,
Pocket Creek Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016714.png,mthood,-121.5863889,45.32888889,53278,"Day Hiking;019,XC Skiing/Snowshoeing;057"
Pocket Creek Tie Trail,/Internet/FSE_MEDIA/fsbdev2_016599.png,mthood,-121.6402778,45.3075,53276,"Day Hiking;019,XC Skiing/Snowshoeing;057"
Polallie Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.5697,45.4182,80020,
Raab Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.0671583,45.02499444,53000,"Campground Camping;007,Group Camping;009"
Rainbow Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.04325,45.078831,53002,"Campground Camping;007,River and Stream Fishing;014"
Rainy Lake Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.75883,45.626,53280,"Backpacking;019,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038"
Rainy Lake Trail #423A,/Internet/FSE_MEDIA/fsbdev2_016599.png,mthood,-121.7577778,45.62666667,53282,Day Hiking;019
Rainy Whatum Trail #409,/Internet/FSE_MEDIA/fsbdev2_016599.png,mthood,-121.7577778,45.62666667,53284,"Day Hiking;019,Horse Riding;021,Mountain Biking;005"
Ramona Falls Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.832142,45.386911,53600,"Day Hiking;019,Picnicking;038"
Recreation Rental: Gov. Mineral Springs Cabin,/Internet/FSE_MEDIA/fsbdev2_016580.png,giffordpinchot,-121.993146,45.88119,31774,"Cabin Rentals;011,Day Hiking;019,Lake and Pond Fishing;014,Mountain Biking;005,River and Stream Fishing;014,Viewing Plants;028,Viewing Scenery;030,Viewing Wildlife;027"
Riley Horse Campground,/Internet/FSE_MEDIA/fsbdev2_016608.png,mthood,-121.861625,45.382794,53464,"Campground Camping;007,Horse Camping;022,Horse Riding;021,River and Stream Fishing;014"
Ripplebrook Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.042531,45.0801,53010,"Campground Camping;007,River and Stream Fishing;014"
Ripplebrook Store/Fee Station,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.052697,45.079058,53602,
Riverford Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.058231,45.032661,53012,"Campground Camping;007,Picnicking;038,River and Stream Fishing;014"
Riverside Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.061711,45.04305,53014,"Campground Camping;007,Mountain Biking;005,River and Stream Fishing;014"
Roaring River Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.114169,45.157181,53018,"Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,River and Stream Fishing;014"
Rock Creek Reservoir Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.38473,45.21705,52842,"Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,RV Camping;008,Swimming;049"
Rock Creek Reservoir Day Use/Picnic Site,/Internet/FSE_MEDIA/fsbdev2_016610.png,mthood,-121.384444,45.2175,53604,"Boating - Non-Motorized;046,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,Swimming;049"
Salmon Butte Trail #791,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.941175,45.276025,53468,"Backpacking;019,Day Hiking;019,Horse Riding;021,Picnicking;038,Viewing Plants;028,Viewing Scenery;030"
Salmon River West Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.939783,45.277819,53610,"Day Hiking;019,Picnicking;038"
Sams Walker Day Use Area & Trail (#4402),/Internet/FSE_MEDIA/fsbdev2_016655.png,crgnsa,-122.051942,45.611788,29972,"Day Hiking;019,Interpretive Areas;036,Picnicking;038"
Sandstone Bridge Boat Access Day Use,/Internet/FSE_MEDIA/fsbdev2_016640.png,mthood,-122.074175,45.11685,83482,Boating - Non-Motorized;046
Sandy River Trail #770,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.862825,45.383882,53472,"Backpacking;019,Day Hiking;019,Horse Riding;021,Mountain Biking;005"
Shellrock Creek Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.921261,45.0843,53034,"Campground Camping;007,Picnicking;038"
Sherwood Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.57034,45.39481,53294,"Backpacking;019,Campground Camping;007,Day Hiking;019,Picnicking;038,River and Stream Fishing;014"
Site: Hemlock Picnic Area,/Internet/FSE_MEDIA/fsbdev2_016806.png,giffordpinchot,-121.9325,45.8029,31784,"Picnicking;038,Viewing Wildlife;027"
Skiway Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016642.png,mthood,-121.759191,45.30661431,53480,XC Skiing/Snowshoeing;057
Sno-Park: Government Mineral Springs,/Internet/FSE_MEDIA/fsbdev2_016865.png,giffordpinchot,-121.9962,45.8823,31776,XC Skiing/Snowshoeing;057
Snow Bunny Sliding Area Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016689.png,mthood,-121.7272222,45.28777778,53486,"Sledding/Tubing;054,XC Skiing/Snowshoeing;057"
Spring Drive RV Campground,/Internet/FSE_MEDIA/fsbdev2_016752.png,mthood,-121.5174,45.1141,80483,"Campground Camping;007,RV Camping;008"
St. Cloud Day Use Area & Trail (#4410),/Internet/FSE_MEDIA/fsbdev2_016610.png,crgnsa,-122.111527,45.600645,29980,"Day Hiking;019,Interpretive Areas;036,Picnicking;038,Viewing Scenery;030,Viewing Wildlife;027"
Still Creek Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.869461,45.303544,53616,Day Hiking;019
Summit Lake Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.790747,45.032669,53498,"Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Mountain Biking;005,Picnicking;038"
Sunstrip Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-122.106042,45.1523,53040,"Boating - Non-Motorized;046,Campground Camping;007,River and Stream Fishing;014"
Tamanawas Falls Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.570779,45.397568,53176,Day Hiking;019
Teacup Lake Trail #677,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.6281,45.31953,80405,Day Hiking;019
Teacup Nordic,/Internet/FSE_MEDIA/fsbdev2_016865.png,mthood,-121.6208333,45.32055556,53306,XC Skiing/Snowshoeing;057
The Cove (Timothy Lake) Day-Use,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.792414,45.107569,53504,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038,RV Camping;008"
Tilly Jane A-Frame,/Internet/FSE_MEDIA/fsbdev2_016759.png,mthood,-121.6501,45.4033,71107,Cabin Rentals;011
Tilly Jane Cabin (Guard Station),/Internet/FSE_MEDIA/fsbdev2_016580.png,mthood,-121.6471,45.3989,71090,Cabin Rentals;011
Tilly Jane Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.64772,45.39997,53310,"Backpacking;019,Campground Camping;007,Day Hiking;019,Picnicking;038"
Tilly Jane Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016865.png,mthood,-121.603293,45.414494,53312,"Backpacking;019,Day Hiking;019,Horse Riding;021,Picnicking;038,XC Skiing/Snowshoeing;057"
Timberline Lodge & Ski Area,/Internet/FSE_MEDIA/fsbdev2_016604.png,mthood,-121.7075,45.33,53626,"Backpacking;019,Day Hiking;019,Interpretive Areas;036,Mountain Biking;005,Skiing/Snowboarding;055,Viewing Scenery;030"
Timberline Lodge Trailheads,/Internet/FSE_MEDIA/fsbdev2_016599.png,mthood,-121.709081,45.330519,53628,"Backpacking;019,Day Hiking;019"
Timothy Lake (West Shore) PGE Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.769917,45.111372,53508,"Boating - Motorized;045,Boating - Non-Motorized;046,Day Hiking;019,Swimming;049"
Tollgate Campground/Day-Use,/Internet/FSE_MEDIA/fsbdev2_016579.png,mthood,-121.905483,45.322172,53512,"Campground Camping;007,Day Hiking;019,Group Picnicking;039,Picnicking;038,RV Camping;008,River and Stream Fishing;014"
Top Spur Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.785864,45.407694,53632,"Day Hiking;019,Picnicking;038"
Trailhead: Grassy Knoll,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.74112,45.797649,32040,"Backpacking;019,Day Hiking;019,Horse Riding;021,Viewing Plants;028"
Trailhead: Monte Carlo-Lower,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.62217,45.871406,32088,"Backpacking;019,Day Hiking;019,Horse Riding;021,Mountain Biking;005"
Trailhead: Monte Carlo-Upper,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.573726,45.891883,32090,"Day Hiking;019,Horse Riding;021,Mountain Biking;005"
Trailhead: Monte Cristo-Lower,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.59089,45.891569,32092,"Day Hiking;019,Horse Riding;021,Mountain Biking;005"
Trailhead: Soda Peaks,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-122.065738,45.890747,32136,"Backpacking;019,Day Hiking;019,Lake and Pond Fishing;014,Viewing Scenery;030,Viewing Wildlife;027"
Trailhead: Trapper Creek,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.980355,45.881537,32160,"Backpacking;019,Day Hiking;019,Horse Riding;021,Viewing Plants;028,Viewing Scenery;030,Viewing Wildlife;027"
Trailhead: Trout Creek,/Internet/FSE_MEDIA/stelprdb5175874.png,giffordpinchot,-121.956108,45.811298,31958,Day Hiking;019
Trailhead: Whistle Punk,/Internet/FSE_MEDIA/stelprdb5175876.png,giffordpinchot,-121.9429,45.8102,32166,Day Hiking;019
Trillium Lake Campground and Day Use Area,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.734486,45.270656,53634,"Boating - Non-Motorized;046,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Mountain Biking;005,Picnicking;038,RV Camping;008,Swimming;049"
Trillium Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016714.png,mthood,-121.7272222,45.28611111,53516,"Snowmobiling;058,XC Skiing/Snowshoeing;057"
Umbrella/Sahalie Falls Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.6387,45.3182,53638,Day Hiking;019
Vista Ridge Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.7068,45.4622,53640,Day Hiking;019
Wahclella Falls Trail (#436),/Internet/FSE_MEDIA/fsbdev2_016633.png,crgnsa,-121.954011,45.630798,29992,"Day Hiking;019,Viewing Scenery;030,Viewing Wildlife;027"
Wahkeena Falls,/Internet/FSE_MEDIA/fsbdev2_016611.png,crgnsa,-122.127828,45.576025,29996,"Day Hiking;019,Group Picnicking;039,Picnicking;038,Viewing Scenery;030"
Wahtum Lake Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.79247,45.57731,53322,"Backpacking;019,Campground Camping;007,Day Hiking;019,Lake and Pond Fishing;014,Picnicking;038"
Wahtum Lake Trailhead,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.790133,45.58248937,79904,"Backpacking;019,Day Hiking;019"
Warren Lake Trailhead,/Internet/FSE_MEDIA/stelprdb5175876.png,mthood,-121.696841,45.65093,53642,"Backpacking;019,Day Hiking;019"
West Zigzag Trail #789,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.857257,45.324383,53524,"Day Hiking;019,Horse Riding;021"
West Zigzag/Cast Lake Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.857286,45.324061,53526,Day Hiking;019
White River East Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016605.png,mthood,-121.6675,45.30472222,53330,"Mushing/Skijoring;003,Snowmobiling;058,XC Skiing/Snowshoeing;057"
White River Station Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,mthood,-121.60107,45.19984,52844,"Campground Camping;007,Picnicking;038,RV Camping;008,River and Stream Fishing;014,Viewing Wildlife;027"
White River West Sno-Park,/Internet/FSE_MEDIA/fsbdev2_016832.png,mthood,-121.6736111,45.30416667,53332,"Sledding/Tubing;054,XC Skiing/Snowshoeing;057"
White Salmon Wild & Scenic River,/Internet/FSE_MEDIA/fsbdev2_016640.png,crgnsa,-121.509665,45.853852,44582,"Boating - Non-Motorized;046,Day Hiking;019,River and Stream Fishing;014,Viewing Scenery;030"
Wyeth Campground,/Internet/FSE_MEDIA/fsbdev2_016657.png,crgnsa,-121.772188,45.690305,30008,"Campground Camping;007,Day Hiking;019,Viewing Scenery;030"
Zig Zag Trail #678,/Internet/FSE_MEDIA/fsbdev2_016633.png,mthood,-121.3409,45.2436,53336,"Day Hiking;019,Mountain Biking;005"
Zigzag Mtn #775 Trailhead,/Internet/FSE_MEDIA/stelprdb5175874.png,mthood,-121.929839,45.345392,53648,Day Hiking;019
Zigzag Ranger District,/Internet/FSE_MEDIA/fsbdev2_016717.png,mthood,-121.9420244,45.3420633,52778,"Backpacking;019,Boating - Motorized;045,Boating - Non-Motorized;046,Cabin Rentals;011,Campground Camping;007,Day Hiking;019,Group Camping;009,Horse Camping;022,Horse Riding;021,Interpretive Areas;036,Lake and Pond Fishing;014,Mountain Biking;005,Mushing/Skijoring;003,Picnicking;038,RV Camping;008,River and Stream Fishing;014,Rock Climbing;012,Scenic Driving;044,Skiing/Snowboarding;055,Sledding/Tubing;054,Snowmobiling;058,Swimming;049,Viewing Plants;028,Viewing Scenery;030,Viewing Wildlife;027,XC Skiing/Snowshoeing;057"
